gene,g1_ppi_score,hub_score_norm,archs4_coexpr,ppi_score_sum,label,dataset
PIP5K1C,0.739,0.0556,0.0,0.0563,0,IFNG
PIP5KL1,0.717,0.0556,0.0,0.0547,0,IFNG
PIPOX,0.0,0.0,0.0,0.0,0,IFNG
PIR,0.0,0.0,0.0,0.0,0,IFNG
PIRT,0.0,0.0,0.0,0.0,0,IFNG
PITHD1,0.0,0.0,0.0,0.0,0,IFNG
PITPNA,0.0,0.0,0.0,0.0,0,IFNG
PITPNB,0.0,0.0,0.0,0.0,1,IFNG
PITPNC1,0.0,0.0,0.0,0.0,0,IFNG
PITPNM1,0.0,0.0,0.0,0.0,0,IFNG
PITPNM2,0.0,0.0,0.0,0.0,0,IFNG
PITPNM3,0.0,0.0,0.0,0.0,0,IFNG
PITRM1,0.0,0.0,0.0,0.0,0,IFNG
PITX1,0.0,0.0,0.0,0.0,0,IFNG
PITX2,0.0,0.0,0.0,0.0,0,IFNG
PITX3,0.0,0.0,0.0,0.0,0,IFNG
PIWIL1,0.0,0.0,0.0,0.0,0,IFNG
PIWIL2,0.0,0.0,0.0,0.0,0,IFNG
PIWIL3,0.0,0.0,0.0,0.0,0,IFNG
PIWIL4,0.0,0.0,0.0,0.0,0,IFNG
PJA1,0.0,0.0,0.0,0.0,0,IFNG
PJA2,0.0,0.1111,0.0,0.0799,0,IFNG
PJVK,0.0,0.0,0.0,0.0,0,IFNG
PKD1,0.0,0.0,0.4719,0.0,0,IFNG
PKD1L1,0.0,0.0,0.0,0.0,0,IFNG
PKD1L2,0.0,0.0,0.0,0.0,0,IFNG
PKD1L3,0.0,0.0,0.0,0.0,0,IFNG
PKD2L1,0.0,0.0,0.0,0.0,0,IFNG
PKD2L2,0.0,0.0,0.0,0.0,0,IFNG
PKDCC,0.0,0.0,0.0,0.0,0,IFNG
PKDREJ,0.0,0.0,0.0,0.0,1,IFNG
PKHD1,0.0,0.0,0.0,0.0,0,IFNG
PKHD1L1,0.0,0.0,0.0,0.0,0,IFNG
PKIA,0.0,0.0556,0.0,0.0761,1,IFNG
PKIB,0.0,0.0,0.0,0.0,0,IFNG
PKIG,0.0,0.0,0.0,0.0,0,IFNG
PKLR,0.0,0.1111,0.0,0.1102,0,IFNG
PKM,0.457,0.1667,0.0,0.1751,0,IFNG
PKN1,0.0,0.0,0.5549,0.0,0,IFNG
PKN2,0.0,0.0,0.0,0.0,0,IFNG
PKN3,0.0,0.0,0.0,0.0,0,IFNG
PKNOX1,0.0,0.0556,0.0,0.0337,0,IFNG
PKNOX2,0.0,0.0,0.0,0.0,1,IFNG
PKP1,0.0,0.0556,0.0,0.0412,0,IFNG
PKP2,0.0,0.0,0.0,0.0,0,IFNG
PKP3,0.0,0.0556,0.0,0.0413,0,IFNG
PKP4,0.0,0.0,0.0,0.0,0,IFNG
PLA1A,0.0,0.0,0.0,0.0,0,IFNG
PLA2G10,0.0,0.0,0.0,0.0,0,IFNG
PLA2G12A,0.0,0.0,0.0,0.0,0,IFNG
PLA2G12B,0.0,0.0,0.0,0.0,0,IFNG
PLA2G15,0.0,0.0,0.0,0.0,0,IFNG
PLA2G1B,0.0,0.0,0.0,0.0,0,IFNG
PLA2G2A,0.0,0.0,0.0,0.0,0,IFNG
PLA2G2C,0.0,0.0,0.0,0.0,0,IFNG
PLA2G2D,0.0,0.0,0.0,0.0,0,IFNG
PLA2G2E,0.0,0.0,0.0,0.0,0,IFNG
PLA2G2F,0.0,0.0,0.0,0.0,0,IFNG
PLA2G3,0.0,0.0,0.0,0.0,0,IFNG
PLA2G4A,0.932,0.0556,0.0,0.0711,0,IFNG
PLA2G4C,0.902,0.0556,0.0,0.0688,0,IFNG
PLA2G4D,0.904,0.0556,0.0,0.0689,0,IFNG
PLA2G4E,0.902,0.0556,0.0,0.0688,0,IFNG
PLA2G4F,0.902,0.0556,0.0,0.0688,0,IFNG
PLA2G5,0.0,0.0,0.0,0.0,0,IFNG
PLA2G6,0.0,0.1111,0.0,0.066,0,IFNG
PLA2G7,0.0,0.0556,0.0,0.0412,0,IFNG
PLA2R1,0.0,0.0,0.0,0.0,0,IFNG
PLAA,0.0,0.0,0.0,0.0,0,IFNG
PLAAT1,0.0,0.0,0.0,0.0,0,IFNG
PLAAT2,0.0,0.0,0.0,0.0,0,IFNG
PLAAT3,0.0,0.0,0.0,0.0,0,IFNG
PLAAT4,0.0,0.0,0.0,0.0,0,IFNG
PLAAT5,0.0,0.0,0.0,0.0,0,IFNG
PLAC1,0.0,0.0,0.0,0.0,0,IFNG
PLAC4,0.0,0.0,0.0,0.0,0,IFNG
PLAC8L1,0.0,0.0,0.0,0.0,0,IFNG
PLAC9,0.0,0.0,0.0,0.0,0,IFNG
PLAG1,0.0,0.0,0.0,0.0,0,IFNG
PLAGL1,0.0,0.0,0.0,0.0,0,IFNG
PLAGL2,0.0,0.0,0.0,0.0,0,IFNG
PLAT,0.0,0.0,0.0,0.0,0,IFNG
PLAU,0.0,0.0,0.0,0.0,0,IFNG
PLAUR,0.0,0.0,0.0,0.0,0,IFNG
PLB1,0.0,0.0,0.0,0.0,0,IFNG
PLBD1,0.0,0.0,0.0,0.0,0,IFNG
PLBD2,0.0,0.0,0.0,0.0,0,IFNG
PLCB1,0.771,0.0556,0.0,0.0588,0,IFNG
PLCB2,0.747,0.0556,0.7309,0.057,0,IFNG
PLCB3,0.757,0.0556,0.0,0.0577,0,IFNG
PLCB4,0.731,0.0556,0.0,0.0557,0,IFNG
PLCD1,0.737,0.0556,0.0,0.0562,0,IFNG
PLCD3,0.694,0.0556,0.0,0.0529,0,IFNG
PLCD4,0.706,0.0556,0.0,0.0538,0,IFNG
PLCE1,0.726,0.0556,0.0,0.0554,0,IFNG
PLCG1,1.0,0.4444,0.0,0.4948,1,IFNG
PLCG2,0.998,0.3333,0.0,0.3863,0,IFNG
PLCH1,0.0,0.0,0.0,0.0,0,IFNG
PLCH2,0.0,0.0,0.0,0.0,0,IFNG
PLCL1,0.0,0.0,0.0,0.0,0,IFNG
PLCL2,0.0,0.0,0.0,0.0,0,IFNG
PLCXD1,0.0,0.0,0.0,0.0,0,IFNG
PLCXD2,0.0,0.0,0.0,0.0,0,IFNG
PLCXD3,0.0,0.0,0.0,0.0,0,IFNG
PLCZ1,0.708,0.0556,0.0,0.054,0,IFNG
PLD2,0.0,0.0556,0.0,0.0392,0,IFNG
PLD3,0.0,0.0,0.0,0.0,1,IFNG
PLD4,0.0,0.0,0.0,0.0,0,IFNG
PLD5,0.0,0.0,0.0,0.0,0,IFNG
PLEC,0.0,0.0,0.0,0.0,0,IFNG
PLEK,0.697,0.1667,0.7766,0.1523,0,IFNG
PLEK2,0.699,0.1111,0.0,0.1,0,IFNG
PLEKHA1,0.0,0.0,0.0,0.0,0,IFNG
PLEKHA2,0.0,0.0,0.0,0.0,0,IFNG
PLEKHA3,0.0,0.0,0.0,0.0,0,IFNG
PLEKHA4,0.0,0.0,0.0,0.0,0,IFNG
PLEKHA5,0.0,0.0,0.0,0.0,0,IFNG
PLEKHA6,0.0,0.0,0.0,0.0,0,IFNG
PLEKHA7,0.0,0.0,0.0,0.0,0,IFNG
PLEKHA8,0.0,0.0556,0.0,0.0457,0,IFNG
PLEKHB1,0.0,0.0,0.0,0.0,0,IFNG
PLEKHB2,0.0,0.0,0.0,0.0,0,IFNG
PLEKHD1,0.0,0.0,0.0,0.0,0,IFNG
PLEKHF1,0.0,0.0,0.0,0.0,0,IFNG
PLEKHF2,0.0,0.0,0.0,0.0,0,IFNG
PLEKHG1,0.0,0.0,0.0,0.0,0,IFNG
PLEKHG2,0.0,0.0,0.0,0.0,0,IFNG
PLEKHG3,0.0,0.0,0.0,0.0,0,IFNG
PLEKHG4,0.0,0.0,0.0,0.0,0,IFNG
PLEKHG4B,0.0,0.0,0.0,0.0,0,IFNG
PLEKHG5,0.0,0.0,0.4768,0.0,0,IFNG
PLEKHG6,0.0,0.0,0.0,0.0,0,IFNG
PLEKHG7,0.0,0.0,0.0,0.0,0,IFNG
PLEKHH1,0.0,0.0,0.0,0.0,0,IFNG
PLEKHH2,0.0,0.0,0.0,0.0,0,IFNG
PLEKHH3,0.0,0.0,0.0,0.0,0,IFNG
PLEKHJ1,0.0,0.0,0.0,0.0,0,IFNG
PLEKHM1,0.0,0.1111,0.0,0.1138,1,IFNG
PLEKHM2,0.0,0.0,0.0,0.0,0,IFNG
PLEKHM3,0.0,0.0,0.0,0.0,0,IFNG
PLEKHN1,0.0,0.0,0.0,0.0,0,IFNG
PLEKHO1,0.0,0.0,0.0,0.0,0,IFNG
PLEKHO2,0.0,0.0,0.0,0.0,0,IFNG
PLEKHS1,0.0,0.0,0.0,0.0,0,IFNG
PLET1,0.0,0.0,0.0,0.0,0,IFNG
PLG,0.0,0.0,0.0,0.0,0,IFNG
PLGLB2,0.0,0.0,0.0,0.0,0,IFNG
PLGRKT,0.0,0.0,0.0,0.0,0,IFNG
PLIN1,0.0,0.1111,0.0,0.1134,0,IFNG
PLIN2,0.0,0.0556,0.0,0.0739,0,IFNG
PLIN3,0.0,0.0556,0.0,0.0737,0,IFNG
PLIN4,0.0,0.0,0.0,0.0,0,IFNG
PLIN5,0.0,0.0,0.0,0.0,0,IFNG
PLK2,0.0,0.0,0.0,0.0,0,IFNG
PLK3,0.0,0.0,0.5745,0.0,0,IFNG
PLK4,0.0,0.0,0.0,0.0,0,IFNG
PLK5,0.0,0.0,0.0,0.0,0,IFNG
PLLP,0.0,0.0,0.0,0.0,0,IFNG
PLN,0.0,0.0556,0.0,0.0735,0,IFNG
PLOD1,0.0,0.0,0.0,0.0,0,IFNG
PLOD2,0.0,0.0,0.0,0.0,0,IFNG
PLOD3,0.0,0.0,0.0,0.0,0,IFNG
PLP1,0.0,0.0,0.0,0.0,0,IFNG
PLP2,0.0,0.0556,0.0,0.059,0,IFNG
PLPBP,0.0,0.0,0.0,0.0,0,IFNG
PLPP6,0.0,0.0,0.0,0.0,0,IFNG
PLS1,0.0,0.0,0.0,0.0,0,IFNG
PLS3,0.0,0.0,0.0,0.0,0,IFNG
PLSCR1,0.0,0.0,0.0,0.0,0,IFNG
PLSCR2,0.0,0.0,0.0,0.0,0,IFNG
PLSCR3,0.0,0.0,0.0,0.0,0,IFNG
PLSCR4,0.0,0.0,0.0,0.0,0,IFNG
PLSCR5,0.0,0.0,0.0,0.0,0,IFNG
PLTP,0.0,0.0556,0.0,0.044,0,IFNG
PLVAP,0.0,0.0,0.0,0.0,0,IFNG
PLXDC1,0.0,0.0,0.0,0.0,0,IFNG
PLXDC2,0.0,0.0,0.0,0.0,0,IFNG
PLXNA1,0.0,0.0,0.4678,0.0,0,IFNG
PLXNA2,0.0,0.0,0.0,0.0,0,IFNG
PLXNA3,0.0,0.0,0.0,0.0,0,IFNG
PLXNA4,0.0,0.0,0.0,0.0,0,IFNG
PLXNB1,0.0,0.0,0.0,0.0,0,IFNG
PLXNB2,0.0,0.0,0.0,0.0,0,IFNG
PLXNB3,0.0,0.0,0.0,0.0,0,IFNG
PLXNC1,0.0,0.0,0.0,0.0,0,IFNG
PLXND1,0.0,0.0,0.0,0.0,0,IFNG
PM20D1,0.0,0.0,0.0,0.0,0,IFNG
PM20D2,0.0,0.0,0.0,0.0,0,IFNG
PMAIP1,0.0,0.1111,0.0,0.0859,0,IFNG
PMCH,0.0,0.0,0.0,0.0,0,IFNG
PMEL,0.0,0.0,0.0,0.0,0,IFNG
PMEPA1,0.0,0.0,0.0,0.0,0,IFNG
PMF1,0.0,0.0,0.0,0.0,0,IFNG
PMFBP1,0.0,0.0,0.0,0.0,0,IFNG
PML,0.0,0.1111,0.5037,0.107,0,IFNG
PMM1,0.0,0.0,0.0,0.0,0,IFNG
PMM2,0.0,0.0,0.0,0.0,0,IFNG
PMP2,0.0,0.0,0.0,0.0,0,IFNG
PMS1,0.0,0.0,0.0,0.0,0,IFNG
PMS2,0.0,0.0,0.0,0.0,0,IFNG
PMVK,0.0,0.0,0.0,0.0,0,IFNG
PNCK,0.0,0.0,0.0,0.0,0,IFNG
PNISR,0.0,0.0556,0.0,0.057,1,IFNG
PNKD,0.0,0.0,0.0,0.0,0,IFNG
PNLDC1,0.0,0.0,0.0,0.0,0,IFNG
PNLIP,0.0,0.0,0.0,0.0,0,IFNG
PNLIPRP1,0.0,0.0,0.0,0.0,0,IFNG
PNLIPRP2,0.0,0.0,0.0,0.0,0,IFNG
PNLIPRP3,0.0,0.0,0.0,0.0,0,IFNG
PNMA1,0.0,0.0556,0.0,0.0344,0,IFNG
PNMA2,0.0,0.0,0.0,0.0,0,IFNG
PNMA3,0.0,0.0,0.0,0.0,0,IFNG
PNMA5,0.0,0.0,0.0,0.0,0,IFNG
PNMA6A,0.0,0.0,0.0,0.0,0,IFNG
PNMA8A,0.0,0.0,0.0,0.0,0,IFNG
PNMA8B,0.0,0.0,0.0,0.0,0,IFNG
PNMT,0.0,0.0556,0.0,0.0341,0,IFNG
PNN,0.0,0.0,0.0,0.0,0,IFNG
PNO1,0.0,0.0,0.0,0.0,0,IFNG
PNOC,0.0,0.0,0.0,0.0,0,IFNG
PNPLA1,0.0,0.0,0.0,0.0,0,IFNG
PNPLA2,0.0,0.0,0.0,0.0,0,IFNG
PNPLA3,0.0,0.0,0.0,0.0,0,IFNG
PNPLA4,0.0,0.0,0.0,0.0,0,IFNG
PNPLA5,0.0,0.0,0.0,0.0,0,IFNG
PNPLA6,0.0,0.0556,0.0,0.0319,0,IFNG
PNPLA7,0.0,0.0,0.0,0.0,0,IFNG
PNPLA8,0.0,0.0,0.0,0.0,0,IFNG
PNPO,0.0,0.0,0.0,0.0,0,IFNG
PNPT1,0.0,0.0,0.0,0.0,0,IFNG
PNRC1,0.0,0.0,0.4233,0.0,0,IFNG
PNRC2,0.0,0.0,0.0,0.0,0,IFNG
POC1A,0.0,0.0,0.0,0.0,0,IFNG
POC1B,0.0,0.0,0.0,0.0,0,IFNG
POC1B-GALNT4,0.0,0.0,0.0,0.0,0,IFNG
POC5,0.0,0.0,0.0,0.0,0,IFNG
PODN,0.0,0.0,0.0,0.0,0,IFNG
PODNL1,0.0,0.0,0.0,0.0,0,IFNG
PODXL,0.0,0.0,0.0,0.0,0,IFNG
PODXL2,0.0,0.0,0.0,0.0,0,IFNG
POF1B,0.0,0.0,0.0,0.0,0,IFNG
POFUT1,0.0,0.0,0.0,0.0,0,IFNG
POFUT2,0.0,0.0,0.0,0.0,0,IFNG
POGK,0.0,0.0,0.0,0.0,0,IFNG
POGLUT1,0.0,0.0,0.0,0.0,0,IFNG
POGLUT2,0.0,0.0,0.0,0.0,0,IFNG
POGLUT3,0.0,0.0,0.0,0.0,0,IFNG
POGZ,0.0,0.0,0.0,0.0,0,IFNG
POLA1,0.0,0.0,0.383,0.0,0,IFNG
POLB,0.0,0.0,0.0,0.0,0,IFNG
POLD1,0.0,0.0556,0.5741,0.0332,0,IFNG
POLD2,0.0,0.0,0.0,0.0,0,IFNG
POLD3,0.0,0.0,0.0,0.0,0,IFNG
POLD4,0.0,0.0,0.0,0.0,0,IFNG
POLDIP2,0.0,0.0,0.0,0.0,0,IFNG
POLDIP3,0.0,0.0,0.0,0.0,0,IFNG
POLE,0.0,0.0,0.0,0.0,0,IFNG
POLE2,0.0,0.0,0.0,0.0,0,IFNG
POLE3,0.0,0.0,0.0,0.0,0,IFNG
POLE4,0.0,0.0,0.0,0.0,0,IFNG
POLG,0.0,0.0,0.5493,0.0,0,IFNG
POLG2,0.0,0.0,0.0,0.0,0,IFNG
POLI,0.0,0.0,0.0,0.0,0,IFNG
POLL,0.0,0.0,0.0,0.0,0,IFNG
POLM,0.0,0.0,0.0,0.0,0,IFNG
POLR1D,0.0,0.0,0.0,0.0,0,IFNG
POLR1E,0.0,0.0556,0.0,0.0522,0,IFNG
POLR1F,0.0,0.0,0.0,0.0,1,IFNG
POLR1G,0.0,0.0,0.0,0.0,0,IFNG
POLR1H,0.0,0.0,0.0,0.0,0,IFNG
POLR2F,0.0,0.2222,0.0,0.193,0,IFNG
POLR2J,0.0,0.0,0.0,0.0,0,IFNG
POLR2J2,0.0,0.0,0.0,0.0,0,IFNG
POLR2J3,0.0,0.0,0.0,0.0,1,IFNG
POLR2K,0.0,0.0,0.0,0.0,0,IFNG
POLR2M,0.0,0.0,0.0,0.0,0,IFNG
POLR3B,0.0,0.0556,0.3665,0.0306,0,IFNG
POLR3D,0.0,0.0,0.0,0.0,0,IFNG
POLR3E,0.0,0.0,0.0,0.0,0,IFNG
POLR3F,0.0,0.0,0.0,0.0,0,IFNG
POLR3G,0.0,0.0,0.0,0.0,0,IFNG
POLR3GL,0.0,0.0,0.0,0.0,0,IFNG
POM121C,0.0,0.0,0.0,0.0,0,IFNG
POM121L12,0.0,0.0,0.0,0.0,0,IFNG
POM121L2,0.0,0.0,0.0,0.0,0,IFNG
POMC,0.0,0.1111,0.0,0.126,0,IFNG
POMGNT1,0.0,0.0,0.0,0.0,0,IFNG
POMGNT2,0.0,0.0,0.0,0.0,0,IFNG
POMK,0.0,0.0,0.0,0.0,0,IFNG
POMT1,0.0,0.0,0.0,0.0,0,IFNG
POMT2,0.0,0.0,0.0,0.0,0,IFNG
POMZP3,0.0,0.0,0.0,0.0,0,IFNG
PON1,0.0,0.0556,0.0,0.0429,0,IFNG
PON2,0.0,0.0,0.0,0.0,0,IFNG
POP7,0.0,0.0,0.0,0.0,0,IFNG
POPDC2,0.0,0.0,0.0,0.0,0,IFNG
POPDC3,0.0,0.0,0.0,0.0,0,IFNG
POR,0.0,0.0,0.0,0.0,0,IFNG
PORCN,0.0,0.0556,0.0,0.0456,0,IFNG
POSTN,0.0,0.0,0.0,0.0,0,IFNG
POT1,0.0,0.0,0.0,0.0,0,IFNG
POTEA,0.0,0.0,0.0,0.0,0,IFNG
POTEB2,0.0,0.0,0.0,0.0,0,IFNG
POTEB3,0.0,0.0,0.0,0.0,0,IFNG
POTEC,0.0,0.0,0.0,0.0,0,IFNG
POTED,0.0,0.0,0.0,0.0,0,IFNG
POTEE,0.0,0.0,0.0,0.0,0,IFNG
POTEF,0.0,0.1111,0.0,0.0648,0,IFNG
POTEH,0.0,0.0,0.0,0.0,0,IFNG
POTEI,0.0,0.0,0.0,0.0,0,IFNG
POTEM,0.0,0.0,0.0,0.0,0,IFNG
POU1F1,0.0,0.0,0.0,0.0,0,IFNG
POU2AF1,0.506,0.1111,0.0,0.0884,1,IFNG
POU2AF2,0.0,0.0,0.0,0.0,0,IFNG
POU2AF3,0.0,0.0,0.0,0.0,0,IFNG
POU2F1,0.0,0.0556,0.0,0.0351,0,IFNG
POU2F2,0.0,0.0556,0.0,0.034,0,IFNG
POU2F3,0.0,0.0,0.0,0.0,0,IFNG
POU3F1,0.0,0.0556,0.0,0.0352,0,IFNG
POU3F2,0.0,0.0556,0.0,0.0353,0,IFNG
POU3F3,0.0,0.0,0.0,0.0,0,IFNG
POU3F4,0.0,0.0556,0.0,0.0318,0,IFNG
POU4F1,0.0,0.1111,0.0,0.0668,0,IFNG
POU4F2,0.0,0.0,0.0,0.0,0,IFNG
POU4F3,0.0,0.0,0.0,0.0,0,IFNG
POU5F1,0.0,0.1667,0.0,0.1004,0,IFNG
POU5F1B,0.0,0.0,0.0,0.0,0,IFNG
POU5F2,0.0,0.0,0.0,0.0,0,IFNG
POU6F1,0.0,0.0,0.0,0.0,0,IFNG
POU6F2,0.0,0.0,0.0,0.0,0,IFNG
PP2D1,0.0,0.0,0.0,0.0,0,IFNG
PPA2,0.0,0.0556,0.0,0.0528,0,IFNG
PPAN-P2RY11,0.0,0.1111,0.0,0.0769,0,IFNG
PPARA,0.0,0.0556,0.0,0.0721,0,IFNG
PPARD,0.0,0.0,0.0,0.0,0,IFNG
PPARG,0.0,0.2222,0.0,0.215,0,IFNG
PPARGC1A,0.0,0.1111,0.0,0.1119,0,IFNG
PPARGC1B,0.0,0.1111,0.0,0.1385,0,IFNG
PPBP,0.0,0.0,0.0,0.0,0,IFNG
PPCDC,0.0,0.0,0.0,0.0,0,IFNG
PPCS,0.0,0.0,0.0,0.0,0,IFNG
PPDPF,0.0,0.0,0.0,0.0,0,IFNG
PPDPFL,0.0,0.0,0.0,0.0,1,IFNG
PPEF1,0.0,0.0,0.0,0.0,0,IFNG
PPEF2,0.0,0.0,0.0,0.0,0,IFNG
PPFIA1,0.0,0.0556,0.0,0.0393,0,IFNG
PPFIA2,0.0,0.0556,0.0,0.0387,0,IFNG
PPFIA3,0.0,0.0556,0.0,0.0393,0,IFNG
PPFIA4,0.0,0.0556,0.0,0.0387,0,IFNG
PPFIBP1,0.0,0.1111,0.0,0.0849,0,IFNG
PPFIBP2,0.0,0.0,0.0,0.0,0,IFNG
PPHLN1,0.0,0.0,0.0,0.0,0,IFNG
PPIA,0.0,0.0556,0.0,0.0592,0,IFNG
PPIAL4A,0.0,0.0,0.0,0.0,0,IFNG
PPIAL4D,0.0,0.0,0.0,0.0,0,IFNG
PPIB,0.0,0.0,0.0,0.0,0,IFNG
PPIC,0.0,0.0,0.0,0.0,0,IFNG
PPID,0.0,0.0556,0.0,0.0674,0,IFNG
PPIE,0.0,0.1111,0.0,0.1389,1,IFNG
PPIF,0.0,0.0,0.0,0.0,0,IFNG
PPIG,0.0,0.1111,0.3623,0.1135,0,IFNG
PPIH,0.0,0.1111,0.0,0.1386,1,IFNG
PPIL1,0.0,0.1111,0.0,0.1418,0,IFNG
PPIL3,0.0,0.0,0.0,0.0,0,IFNG
PPIL4,0.0,0.0,0.0,0.0,0,IFNG
PPIL6,0.0,0.0,0.0,0.0,0,IFNG
PPIP5K1,0.0,0.0,0.0,0.0,1,IFNG
PPIP5K2,0.0,0.0,0.0,0.0,0,IFNG
PPL,0.0,0.0,0.0,0.0,0,IFNG
PPM1A,0.0,0.0556,0.0,0.0309,0,IFNG
PPM1B,0.0,0.1111,0.0,0.0769,0,IFNG
PPM1D,0.0,0.0,0.0,0.0,0,IFNG
PPM1E,0.0,0.0,0.0,0.0,0,IFNG
PPM1F,0.0,0.0,0.0,0.0,0,IFNG
PPM1G,0.0,0.0,0.0,0.0,0,IFNG
PPM1H,0.0,0.0556,0.0,0.0403,0,IFNG
PPM1J,0.0,0.0,0.0,0.0,0,IFNG
PPM1K,0.0,0.0,0.0,0.0,0,IFNG
PPM1L,0.0,0.0,0.0,0.0,0,IFNG
PPM1M,0.0,0.0,0.0,0.0,0,IFNG
PPM1N,0.0,0.0,0.0,0.0,0,IFNG
PPME1,0.0,0.0,0.0,0.0,0,IFNG
PPP1CA,0.0,0.1111,0.0,0.0897,0,IFNG
PPP1CB,0.0,0.0,0.0,0.0,0,IFNG
PPP1CC,0.0,0.0,0.0,0.0,0,IFNG
PPP1R10,0.0,0.0,0.0,0.0,0,IFNG
PPP1R11,0.0,0.0,0.0,0.0,0,IFNG
PPP1R12A,0.0,0.0,0.0,0.0,0,IFNG
PPP1R12B,0.0,0.0,0.0,0.0,0,IFNG
PPP1R12C,0.0,0.0,0.0,0.0,0,IFNG
PPP1R13B,0.0,0.0,0.0,0.0,0,IFNG
PPP1R13L,0.542,0.0556,0.0,0.0413,0,IFNG
PPP1R14A,0.0,0.0,0.0,0.0,0,IFNG
PPP1R14B,0.0,0.0,0.0,0.0,0,IFNG
PPP1R14C,0.0,0.0,0.0,0.0,1,IFNG
PPP1R14D,0.0,0.0,0.0,0.0,0,IFNG
PPP1R15A,0.0,0.0556,0.0,0.0687,0,IFNG
PPP1R15B,0.0,0.0556,0.0,0.0556,0,IFNG
PPP1R16A,0.0,0.0,0.0,0.0,0,IFNG
PPP1R16B,0.0,0.0,0.0,0.0,0,IFNG
PPP1R17,0.0,0.0,0.0,0.0,0,IFNG
PPP1R18,0.0,0.0556,0.5526,0.0313,0,IFNG
PPP1R1A,0.0,0.0556,0.0,0.0701,0,IFNG
PPP1R1B,0.0,0.1667,0.0,0.1675,0,IFNG
PPP1R1C,0.0,0.0,0.0,0.0,0,IFNG
PPP1R2,0.0,0.0,0.0,0.0,0,IFNG
PPP1R21,0.0,0.0,0.0,0.0,0,IFNG
PPP1R26,0.0,0.0,0.0,0.0,0,IFNG
PPP1R27,0.0,0.0,0.0,0.0,0,IFNG
PPP1R35,0.0,0.0,0.0,0.0,0,IFNG
PPP1R36,0.0,0.0,0.0,0.0,0,IFNG
PPP1R37,0.0,0.0,0.0,0.0,0,IFNG
PPP1R3A,0.0,0.0,0.0,0.0,0,IFNG
PPP1R3B,0.0,0.0,0.0,0.0,0,IFNG
PPP1R3C,0.0,0.0,0.0,0.0,0,IFNG
PPP1R3D,0.0,0.0,0.0,0.0,0,IFNG
PPP1R3E,0.0,0.0,0.0,0.0,0,IFNG
PPP1R3F,0.0,0.0,0.0,0.0,0,IFNG
PPP1R3G,0.0,0.0,0.0,0.0,0,IFNG
PPP1R42,0.0,0.1111,0.0,0.0914,0,IFNG
PPP1R7,0.0,0.0,0.0,0.0,0,IFNG
PPP1R8,0.0,0.1111,0.0,0.1236,1,IFNG
PPP1R9A,0.0,0.0,0.0,0.0,0,IFNG
PPP1R9B,0.0,0.0,0.0,0.0,0,IFNG
PPP2CB,0.0,0.0556,0.0,0.0368,0,IFNG
PPP2R1A,0.0,0.0,0.0,0.0,0,IFNG
PPP2R1B,0.0,0.0556,0.0,0.0595,0,IFNG
PPP2R2A,0.0,0.0,0.0,0.0,1,IFNG
PPP2R2B,0.0,0.0,0.0,0.0,0,IFNG
PPP2R2C,0.0,0.0,0.0,0.0,0,IFNG
PPP2R2D,0.0,0.0,0.0,0.0,0,IFNG
PPP2R3A,0.0,0.0,0.0,0.0,0,IFNG
PPP2R3B,0.0,0.0,0.0,0.0,0,IFNG
PPP2R3C,0.0,0.0,0.0,0.0,0,IFNG
PPP2R5A,0.0,0.0,0.0,0.0,0,IFNG
PPP2R5B,0.0,0.0,0.0,0.0,0,IFNG
PPP2R5C,0.0,0.0,0.0,0.0,0,IFNG
PPP2R5D,0.439,0.0556,0.5774,0.0335,0,IFNG
PPP2R5E,0.0,0.0,0.0,0.0,0,IFNG
PPP3CA,0.943,0.0556,0.0,0.0719,0,IFNG
PPP3CB,0.912,0.0556,0.0,0.0695,0,IFNG
PPP3CC,0.906,0.0556,0.0,0.0691,0,IFNG
PPP3R1,0.912,0.0556,0.0,0.0695,0,IFNG
PPP3R2,0.9,0.0556,0.0,0.0686,0,IFNG
PPP4R1,0.0,0.0,0.0,0.0,0,IFNG
PPP4R2,0.0,0.0,0.0,0.0,0,IFNG
PPP4R4,0.0,0.0,0.0,0.0,0,IFNG
PPP5C,0.0,0.1111,0.0,0.1016,0,IFNG
PPP5D1,0.0,0.0,0.0,0.0,0,IFNG
PPP6C,0.0,0.0556,0.0,0.0573,0,IFNG
PPP6R1,0.0,0.0556,0.5765,0.0706,0,IFNG
PPP6R2,0.0,0.0556,0.0,0.0705,0,IFNG
PPP6R3,0.0,0.0556,0.3529,0.0678,0,IFNG
PPRC1,0.0,0.0556,0.0,0.0634,1,IFNG
PPT1,0.0,0.0,0.0,0.0,0,IFNG
PPT2,0.0,0.0,0.0,0.0,0,IFNG
PPTC7,0.0,0.0,0.0,0.0,0,IFNG
PPY,0.0,0.0,0.0,0.0,0,IFNG
PQBP1,0.0,0.0556,0.0,0.0617,0,IFNG
PQLC2L,0.0,0.0,0.0,0.0,0,IFNG
PRAC1,0.0,0.0,0.0,0.0,0,IFNG
PRAC2,0.0,0.0,0.0,0.0,0,IFNG
PRADC1,0.0,0.0,0.0,0.0,0,IFNG
PRAF2,0.0,0.0,0.0,0.0,0,IFNG
PRAG1,0.0,0.0,0.0,0.0,0,IFNG
PRAM1,0.0,0.0556,0.6889,0.0467,0,IFNG
PRAME,0.0,0.0,0.0,0.0,0,IFNG
